Title,Number of review,Category,Review Comment,Popular food,Online Order,length,word_count,sentiment_score,subjectivity_score,sentiment_class,sentiment_intensity,length_quartile,performance_category
Black Seed Bagels,15,"Middle Eastern, Bar",“A different yet excellent bagel”,No,No,33,5,0.5,0.8,Positive,0.5,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Menkoi Sato,7,"French, Japanese",“Bat Ramen in NYC without question!!!!!”,No,No,40,6,0.0,0.0,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
The Elgin,55,"Chinese, Asian",“I had the sliders and a green salad with a tasty lemony vinaigrette.”,No,No,70,13,-0.2,0.3,Negative,0.2,Long,"Popular but Declining (Low Sentiment, High Volume)"
Horus Cafe On A,20,"Japanese, Sushi",“Good Food”,No,No,11,2,0.7,0.6000000000000001,Positive,0.7,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Pulse,25,"Pizza, Italian",“The Best View of Rockefeller Plaza in...”,No,No,42,7,1.0,0.3,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
The Ivory Peacock Bar,3,"Chinese, Asian",“Nomad Oasis”,No,No,13,2,0.0,0.0,Neutral,0.0,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Peking Roast Duck,80,"American, Diner",“OK Chinese restaurant in Manhattan”,No,No,36,5,0.25,0.25,Positive,0.25,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Momo Sushi,14,"Bar, Pub",“Good Eats”,No,No,11,2,0.7,0.6000000000000001,Positive,0.7,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Stone Bridge Pizza & Salad,41,"American, Irish","“Good, not typical NY slice”",No,No,28,5,0.39166666666666666,0.55,Positive,0.39166666666666666,Short,"Stars (High Sentiment, High Volume)"
Pearls Chinese Restaurant,34,"Japanese, Seafood",“OK standard fare”,No,No,18,3,0.25,0.25,Positive,0.25,Short,"Popular but Declining (Low Sentiment, High Volume)"
Coopertown Restaurant,14,"Japanese, Seafood",“good breakfasts and salads”,No,No,28,4,0.7,0.6000000000000001,Positive,0.7,Short,"Hidden Gems (High Sentiment, Low Volume)"
Hole In The Wall,7,"Japanese, Seafood",“Nice Brunch spot”,No,No,18,3,0.6,1.0,Positive,0.6,Short,"Hidden Gems (High Sentiment, Low Volume)"
McGarry's,23,"Japanese, Seafood",“Lunch outside on a beautiful day”,No,No,34,6,0.425,0.525,Positive,0.425,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Blarney Stone Restaurant,65,"Japanese, Seafood",“Oasis”,No,No,7,1,0.0,0.0,Neutral,0.0,Very Short,"Popular but Declining (Low Sentiment, High Volume)"
Hop Won Restaurant,23,"Chinese, Asian",“Local Cantonese Go To”,Dumplings,Yes,23,4,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
The Green Bean Cafe,9,Chinese,“Ate here 5 times in 9 days!!”,Sushi,Yes,30,7,0.0,0.0,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Au Bon Pain,53,"Asian, Thai",“Breakfast Bagels”,Dumplings,Yes,18,2,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Ming's Caffe,9,"Chinese, Asian",“Brilliant - a must!”,Pizza,Yes,21,4,1.0,1.0,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
Opai thai,30,"Japanese, Sushi",“Just like Thailand”,No,Yes,20,3,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Tim Ho Wan East Village,207,Sushi,“Super dumplings!”,No,Yes,18,2,0.41666666666666663,0.6666666666666666,Positive,0.41666666666666663,Short,"Stars (High Sentiment, High Volume)"
Tenzan,23,"Mexican, Fast Food",“Not bad”,No,Yes,9,2,0.3499999999999999,0.6666666666666666,Positive,0.3499999999999999,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Sushi Gama,9,"American, Deli",“Will definitely return to Sushi Gama!”,No,Yes,39,6,0.0,0.5,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Taco Bell,14,"Italian, Pizza",“Always good fast food burritos”,No,Yes,32,5,0.44999999999999996,0.6000000000000001,Positive,0.44999999999999996,Medium,"Hidden Gems (High Sentiment, Low Volume)"
H&H Bagels,10,"American, Steakhouse",“One of the worst bagels I've ever eaten”,No,Yes,41,8,-1.0,1.0,Negative,1.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Cafe Mezz,39,African,“Lunch and breakfast: mixed experiences”,No,Yes,40,5,0.0,0.25,Neutral,0.0,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Motorino East Village,290,Italian,“Excellent Pizza”,No,Yes,17,2,1.0,1.0,Positive,1.0,Very Short,"Stars (High Sentiment, High Volume)"
Citizens Of Bleecker,5,"American, Bar",“Great place on Bleecker”,No,Yes,25,4,0.8,0.75,Positive,0.8,Short,"Hidden Gems (High Sentiment, Low Volume)"
Slice Pizza,5,"Fast Food, Deli",“Nice pizza at 1:30 am”,No,Yes,23,5,0.6,1.0,Positive,0.6,Short,"Hidden Gems (High Sentiment, Low Volume)"
Benny John's Bar and Grill,3,"Fast Food, Asian",“YOU NEED TO EXPERIENCE THIS!”,No,Yes,30,5,0.0,0.0,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
La Savane Restaurant,19,"American, Bar",“Nice discovery”,No,Yes,16,2,0.6,1.0,Positive,0.6,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
IL Gradino,6,European,“One of the best NYC restaurants”,No,Yes,33,6,1.0,0.3,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Broken Shaker at Freehand New York,14,"Chinese, Asian",“Absolutely amazing”,No,Yes,20,2,0.6000000000000001,0.9,Positive,0.6000000000000001,Short,"Hidden Gems (High Sentiment, Low Volume)"
Gardenia Deli,12,"Italian, Pizza",“Nice little deli with almost everything...”,No,Yes,44,6,0.20625,0.75,Positive,0.20625,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Lucky Pickle Dumpling Co,6,"Italian, American","“Small place, great food”",No,No,25,4,0.275,0.575,Positive,0.275,Short,"Needs Improvement (Low Sentiment, Low Volume)"
North Fork Restaurant,12,Sushi,“A very pleasant meal”,No,No,22,4,0.9533333333333335,1.0,Positive,0.9533333333333335,Short,"Hidden Gems (High Sentiment, Low Volume)"
Pret A Manger,9,"Bar, Pub","“Great choice, super helpful staff!”",No,No,36,5,0.6083333333333334,0.7083333333333333,Positive,0.6083333333333334,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Shu Han Ju,25,"Asian, Chinese",“Tasty and authentic Sichuan flavors”,No,No,37,5,0.5,0.75,Positive,0.5,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Ledo Pizza,13,Seafood,“Maryland’s Best in NYC”,No,No,24,4,1.0,0.3,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
RaR Bar,10,"Bar, Pub",“Excellent Pear Martini”,No,No,24,3,1.0,1.0,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
Matto Espresso,5,"Pizza, Italian",“Price that can’t be beat!”,No,No,27,5,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Oiji Mi,3,"Chinese, Asian","“concise, delicious menu in a relaxed...”",No,No,41,6,0.55,0.8,Positive,0.55,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Sushi by M,10,Thai,“Do not miss! Excellent food and service”,No,No,41,7,1.0,1.0,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Solace Bar & Grill,15,"American, Pizza",“Total comfort”,No,No,15,2,0.0,0.75,Neutral,0.0,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Little Alley,44,"American, Pizza",“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”,No,No,82,11,-0.3,0.9,Negative,0.3,Long,"Popular but Declining (Low Sentiment, High Volume)"
Poke Rice,11,"American, Pizza",“Back to it's old self!”,No,No,24,5,0.0625,0.1,Neutral,0.0625,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Drop Off Service,10,"American, Pizza",“Beer for happy hours”,No,No,22,4,0.8,1.0,Positive,0.8,Short,"Hidden Gems (High Sentiment, Low Volume)"
Rivoli Pizza II,10,"American, Pizza",“Good Pizza for a good price”,No,No,29,6,0.7,0.6000000000000001,Positive,0.7,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Tangy Noodle,3,"American, Pizza",“Great quality for the price!”,No,No,30,5,1.0,0.75,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Hey Thai,7,"American, Pizza","“Excellent, affordable Thai open later in...”",No,No,45,6,0.3333333333333333,0.5,Positive,0.3333333333333333,Long,"Hidden Gems (High Sentiment, Low Volume)"
Resolution 39 Bar and Restaurant,3,American,“Real nice find!”,Chili,Yes,17,3,1.0,1.0,Positive,1.0,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Bareburger - Upper West Side - 1,18,"American, Bar","“Clean, satisfying, and good family...”",Burger,Yes,39,5,0.5222222222222223,0.7666666666666667,Positive,0.5222222222222223,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Burger King,48,Fast Food,“Burger and Cinnabon - yum!”,Dumplings,Yes,28,5,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
B & D Halal Restaurant,11,"Bar, Pub",“Nice and Delicious”,Ribeye,Yes,20,3,0.8,1.0,Positive,0.8,Short,"Hidden Gems (High Sentiment, Low Volume)"
The Hideaway,13,"Asian, Chinese",“Great local bar just off Greenwich Street”,Brussels Sprouts,Yes,43,7,0.4,0.375,Positive,0.4,Long,"Hidden Gems (High Sentiment, Low Volume)"
Little Alley,44,Contemporary,“For a main course the sautéed green beans with pork and dried red chili was b...”,Paella,Yes,82,16,-0.05833333333333334,0.30833333333333335,Neutral,0.05833333333333334,Long,"Popular but Declining (Low Sentiment, High Volume)"
Upper Story,9,"American, Bar",“Great brunch for organized event”,Sushi,Yes,34,5,0.8,0.75,Positive,0.8,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Clinton Hall 51st Street,41,"Mediterranean, Greek",“Fun Atmosphere”,No,Yes,16,2,0.3,0.2,Positive,0.3,Very Short,"Popular but Declining (Low Sentiment, High Volume)"
Abaleh Mediterranean Grill & Natural Juice Bar,9,"Bar, Fast Food",“Healthy and delicious.”,No,Yes,24,3,0.75,0.75,Positive,0.75,Short,"Hidden Gems (High Sentiment, Low Volume)"
Lekka Burger,6,"Mexican, Fast Food","“... Tribeca area, you would definitely want to stop by and try out Lekka Burger.”",No,Yes,82,15,0.0,0.5,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
La Chula Tacos & Ceviches,7,"Italian, American",“Great Mexican food in NYC!!!”,No,Yes,30,5,0.4,0.375,Positive,0.4,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Perfect Picnic,49,"Mexican, Bar",“Perfect Picnic did a wonderful job...”,No,Yes,39,6,1.0,1.0,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
Blockheads,18,Latin,“Lunch”,No,Yes,7,1,0.0,0.0,Neutral,0.0,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Sophie's Cuban Cuisine,13,"Bar, Seafood",“Good Cuban food - Wish they didn't have a...”,No,Yes,46,9,0.7,0.6000000000000001,Positive,0.7,Long,"Hidden Gems (High Sentiment, Low Volume)"
Chow House NYC,16,Fast Food,"“Dumplings, Scallion Pancakes, Dan Dan Noodle, Sichuan Beef Noodle, Chicken wi...”",No,Yes,82,11,-0.6,0.95,Negative,0.6,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Citizens of Gramercy,9,"Seafood, Soups",“Tasty brunch”,No,Yes,14,2,0.0,0.0,Neutral,0.0,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Van Leewen Ice Cream,6,"Cafe, Mediterranean",“Ice cream for everyone ;)”,No,Yes,27,5,0.25,1.0,Positive,0.25,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Benjamin Steakhouse,2490,"American, Steakhouse","“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”",No,Yes,82,13,0.925,1.0,Positive,0.925,Long,"Stars (High Sentiment, High Volume)"
Mellow Yellow Coffee and Vibes,13,"Japanese, Sushi",“Funky and Deliciously Different”,No,No,33,4,0.0,0.6,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Quality Eats,50,Diner,“... the mildly spicy Brussels sprouts.”,No,No,40,6,0.3333333333333333,0.5,Positive,0.3333333333333333,Medium,"Stars (High Sentiment, High Volume)"
Sun-Chan,27,"American, Healthy",“Good food !”,No,No,13,3,0.875,0.6000000000000001,Positive,0.875,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Moonstruck,17,"Mediterranean, European","“Good food, when they get it right”",No,No,35,7,0.4928571428571428,0.5678571428571428,Positive,0.4928571428571428,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Fields Good Chicken,12,French,"“Best Brussel Sprouts Ever, Right? Crazy!”",No,No,42,6,0.17857142857142852,0.5785714285714286,Positive,0.17857142857142852,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Socarrat Paella Bar - Midtown East,191,"Chinese, Sushi",“Best paella outside of Spain!”,No,No,31,5,0.5,0.175,Positive,0.5,Medium,"Stars (High Sentiment, High Volume)"
9th Ave Gourmet Deli,11,"American, Seafood",“Great Chicken Salad Club”,No,No,26,4,0.10000000000000003,0.85,Positive,0.10000000000000003,Short,"Needs Improvement (Low Sentiment, Low Volume)"
The Monkey Cup,5,"Pizza, Italian",“Best of the simple world!”,No,No,27,5,0.5,0.32857142857142857,Positive,0.5,Short,"Hidden Gems (High Sentiment, Low Volume)"
La Mercerie Cafe at The Guild,13,"Italian, Bar",“French taste in Soho”,No,No,22,4,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Pac Rim Sushi And Asian Cuisine,3,"American, Bar",“Amazing find”,No,No,14,2,0.6000000000000001,0.9,Positive,0.6000000000000001,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Buoy One Seafood Restaurant & Market,16,Sushi,“Keep going back to get my seafood fix”,No,No,39,8,0.0,0.0,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Stone Bridge Pizza & Salad,41,Mexican,"“Good, not typical NY slice”",No,No,28,5,0.39166666666666666,0.55,Positive,0.39166666666666666,Short,"Stars (High Sentiment, High Volume)"
Local 92 - Soho,3,"American, Bar",“Absolutely Amazing”,No,No,20,2,0.6000000000000001,0.9,Positive,0.6000000000000001,Short,"Hidden Gems (High Sentiment, Low Volume)"
The Stumble Inn,36,"American, Bar",“Enjoyed both visits!”,No,No,22,3,0.625,0.7,Positive,0.625,Short,"Stars (High Sentiment, High Volume)"
Patty's Patties,4,"American, Bar",“Great meal at Patty's Patties”,No,No,31,5,0.8,0.75,Positive,0.8,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Kobe Sushi,11,"American, Bar",“I would rate the Sushi Shasimi excellen...”,No,No,44,7,0.0,0.0,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Dos Toros Taqueria,12,"American, Bar","“Exellent food, nice atmosphere”",No,No,32,4,0.6,1.0,Positive,0.6,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Allora Fifth Ave,9,"Italian, Mediterranean",“Good experience for dinner”,Steak,Yes,28,4,0.7,0.6000000000000001,Positive,0.7,Short,"Hidden Gems (High Sentiment, Low Volume)"
Vegan Grill,3,"American, Mediterranean",“Soooooo Good!!!”,Cream Cheese,Yes,17,2,1.0,0.6000000000000001,Positive,1.0,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Gotham Bistro & Bar,26,"American, Bar","“Good food, nice atmosphere”",Lobster Bisque,Yes,28,4,0.6499999999999999,0.8,Positive,0.6499999999999999,Short,"Hidden Gems (High Sentiment, Low Volume)"
Wolfnights,6,"American, Fast Food",“A unique food experience”,Pizza,Yes,26,4,0.375,1.0,Positive,0.375,Short,"Hidden Gems (High Sentiment, Low Volume)"
Edo Sushi & Grill,11,"Sushi, Asian",“Very decent sushi in NY”,Carbonara,Yes,25,5,0.21666666666666667,0.8666666666666667,Positive,0.21666666666666667,Short,"Needs Improvement (Low Sentiment, Low Volume)"
SESAMO - Italian Asian Restaurant Hell's Kitchen NYC,9,"Italian, Seafood","“Expensive, subpar food”",Margherita,Yes,24,3,-0.5,0.7,Negative,0.5,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Tabernacle Steakhouse,7,"Steakhouse, American",“My steak was delectable and cooked to perfection.”,Crab Cakes,Yes,51,8,0.0,0.0,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Spice Mantra,4,American,“Excellent And delicious food”,No,Yes,30,4,1.0,1.0,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Art Bird & Whiskey Bar,31,"American, Fast Food",“Fast casual restaurant in GCT”,No,Yes,31,5,-0.15,0.7333333333333334,Negative,0.15,Medium,"Popular but Declining (Low Sentiment, High Volume)"
Davelle,7,"Japanese, Cafe","“... great, with perfect balance of the black sesame, cream cheese, and bread.”",No,Yes,79,13,0.5444444444444444,0.7277777777777779,Positive,0.5444444444444444,Long,"Hidden Gems (High Sentiment, Low Volume)"
La Casa Del Monfongo,42,"Caribbean, Latin",“Eat outside if it is open!”,No,Yes,28,6,0.0,0.275,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Restaurant at Rose Hill,15,American,"“Great vibe, good food”",No,Yes,23,4,0.75,0.675,Positive,0.75,Short,"Hidden Gems (High Sentiment, Low Volume)"
Ogawa,9,"Sushi, Japanese",“Exotic”,No,Yes,8,1,0.5,1.0,Positive,0.5,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Beauty Bar,8,Cafe,“Real New York.”,No,Yes,16,3,0.20454545454545453,0.6818181818181818,Positive,0.20454545454545453,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Cassava House,6,"American, Bar",“Breakfast... waiting to go to client”,No,Yes,38,6,0.0,0.0,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
Mel's Burger Bar,33,"Bar, Pub",“Brunch or Burger Spot”,No,Yes,23,4,0.0,0.0,Neutral,0.0,Short,"Popular but Declining (Low Sentiment, High Volume)"
Donnybrook,12,"Steakhouse, Bar",“Great pub!”,No,Yes,12,2,1.0,0.75,Positive,1.0,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Sea Fire Grill,1137,Mexican,“The lobster bisque was velvety and luscious.”,No,Yes,46,7,0.0,0.0,Neutral,0.0,Long,"Popular but Declining (Low Sentiment, High Volume)"
Tacos Guey,4,"Pizza, Italian",“I still dream about the superb lunch……!”,No,No,41,7,1.0,1.0,Positive,1.0,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Pho Vietnamese Sandwich Shop,5,"Italian, Romana",“Great place for pho”,No,No,21,4,0.8,0.75,Positive,0.8,Short,"Hidden Gems (High Sentiment, Low Volume)"
Latrattoria Pizza,13,"Italian, Pizza",“Great pizza”,No,No,13,2,0.8,0.75,Positive,0.8,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Josie Woods Pub,9,Cafe,“A Great find”,No,No,14,3,0.8,0.75,Positive,0.8,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Mangia,13,American,“Something for everyone”,No,No,24,3,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Lupa Osteria Romana,983,"Pizza, Italian","“We had a wonderful dinner at Lupa, spaghetti carbonara and the garganelli bol...”",No,No,82,13,1.0,1.0,Positive,1.0,Long,"Stars (High Sentiment, High Volume)"
Bar Goyana,3,"Seafood, Soups",“Excellent collection of traditional...”,No,No,40,4,0.5,0.875,Positive,0.5,Medium,"Hidden Gems (High Sentiment, Low Volume)"
Norma Hell's Kitchen,4,Mediterranean,“... pizza margherita and the cabbuci mu...”,No,No,44,7,0.0,0.0,Neutral,0.0,Long,"Needs Improvement (Low Sentiment, Low Volume)"
Le Pain Quotidien,38,"Israeli, Mediterranean",“Delicious Find - On Accident”,No,No,30,5,1.0,1.0,Positive,1.0,Medium,"Stars (High Sentiment, High Volume)"
American Legion,9,"American, Pub",“Jazz at its best”,No,No,18,4,1.0,0.3,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
Sheshe Pizzeria,8,Deli,“Gooey Goodness”,No,No,16,2,0.0,0.0,Neutral,0.0,Very Short,"Needs Improvement (Low Sentiment, Low Volume)"
Rothschild TLV,4,"Italian, Pizza",“GREAT KOSHER DINING SURPISE”,No,No,29,4,0.8,0.75,Positive,0.8,Medium,"Hidden Gems (High Sentiment, Low Volume)"
La Maison du Chocolat,5,"Italian, Pizza",“Excellent!”,No,No,12,1,1.0,1.0,Positive,1.0,Very Short,"Hidden Gems (High Sentiment, Low Volume)"
Nargila Grill,19,"Italian, Pizza",“Best hummus by a mile”,No,No,23,5,1.0,0.3,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
East Village Tavern,9,"Italian, Pizza",“Great neighborhood bar!”,No,No,25,3,1.0,0.75,Positive,1.0,Short,"Hidden Gems (High Sentiment, Low Volume)"
Highline Deli II,6,"Italian, Pizza",“Just eat there!!”,No,No,18,3,0.0,0.0,Neutral,0.0,Short,"Needs Improvement (Low Sentiment, Low Volume)"
Ginger Root Vegan Restaurant,3,"Bar, Pizza",“Must try Chinese Vegan Restaurant”,Lobster Bisque,Yes,35,5,0.0,0.0,Neutral,0.0,Medium,"Needs Improvement (Low Sentiment, Low Volume)"
